"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,East South Central,2020,6,243,89,0,0,0,34,0,0
Census Regions,West South Central,2020,6,387,124,10,2,24,23,0,0
Census Regions,Mountain,2020,6,628,276,4,3,28,125,0,0
Census Regions,Pacific,2020,6,987,442,16,20,49,140,1,0
Census Regions,New England,2020,7,226,96,8,1,3,56,1,0
Census Regions,Mid-Atlantic,2020,7,306,83,20,1,65,24,2,0
Census Regions,East North Central,2020,7,799,222,11,46,52,163,0,0
Census Regions,West North Central,2020,7,648,279,7,5,32,123,2,0
Census Regions,South Atlantic,2020,7,1128,584,7,4,31,149,4,0
Census Regions,East South Central,2020,7,188,58,2,0,0,30,0,0
Census Regions,West South Central,2020,7,332,93,3,1,26,11,0,0
Census Regions,Mountain,2020,7,608,309,2,2,31,90,1,0
Census Regions,Pacific,2020,7,800,328,5,69,40,98,0,0
Census Regions,New England,2020,8,231,97,20,0,4,53,0,0
Census Regions,Mid-Atlantic,2020,8,222,85,12,1,34,17,2,0
Census Regions,East North Central,2020,8,800,202,16,58,32,137,0,0
Census Regions,West North Central,2020,8,652,324,4,10,24,101,2,0
Census Regions,South Atlantic,2020,8,849,377,10,5,15,78,4,0
Census Regions,East South Central,2020,8,161,44,1,0,0,18,0,0
Census Regions,West South Central,2020,8,272,95,1,1,17,15,0,0
Census Regions,Mountain,2020,8,504,261,5,3,19,75,0,0
Census Regions,Pacific,2020,8,653,267,7,41,24,70,1,0
Census Regions,New England,2020,9,222,78,17,0,1,36,1,0
Census Regions,Mid-Atlantic,2020,9,191,66,11,1,13,10,0,0
Census Regions,East North Central,2020,9,752,275,12,13,36,111,2,0
Census Regions,West North Central,2020,9,607,321,4,8,17,73,2,0
Census Regions,South Atlantic,2020,9,717,304,8,5,29,70,2,0
Census Regions,East South Central,2020,9,184,68,1,0,0,22,0,0
Census Regions,West South Central,2020,9,309,97,0,2,24,8,0,0
Census Regions,Mountain,2020,9,457,251,2,1,8,65,0,0
Census Regions,Pacific,2020,9,533,207,8,20,13,59,1,0
Census Regions,New England,2020,10,182,33,16,2,2,20,0,0
Census Regions,Mid-Atlantic,2020,10,320,87,10,4,15,17,0,0
Census Regions,East North Central,2020,10,691,280,12,7,44,76,0,0
Census Regions,West North Central,2020,10,537,267,4,24,9,48,0,0
Census Regions,South Atlantic,2020,10,773,279,16,14,14,65,8,0
Census Regions,East South Central,2020,10,163,56,0,0,1,13,0,0
Census Regions,West South Central,2020,10,329,73,1,0,17,10,0,0
Census Regions,Mountain,2020,10,496,270,4,0,17,46,0,0
Census Regions,Pacific,2020,10,665,267,10,14,13,57,0,0
Census Regions,New England,2020,11,158,26,7,0,0,14,2,0
Census Regions,Mid-Atlantic,2020,11,210,53,4,1,14,6,0,0
Census Regions,East North Central,2020,11,549,149,12,17,27,41,0,0
Census Regions,West North Central,2020,11,427,195,3,14,3,26,0,0
Census Regions,South Atlantic,2020,11,834,276,30,3,17,37,1,0
Census Regions,East South Central,2020,11,100,25,0,0,0,5,0,0
Census Regions,West South Central,2020,11,335,56,1,0,10,11,0,0
Census Regions,Mountain,2020,11,406,176,6,2,8,18,0,0
Census Regions,Pacific,2020,11,596,182,11,15,14,39,0,0
Census Regions,New England,2020,12,95,10,5,1,0,6,0,0
Census Regions,Mid-Atlantic,2020,12,212,34,1,1,8,2,0,0
Census Regions,East North Central,2020,12,343,65,1,1,14,7,0,0
Census Regions,West North Central,2020,12,273,71,3,5,1,7,0,0
Census Regions,South Atlantic,2020,12,651,81,13,4,15,12,1,0
Census Regions,East South Central,2020,12,63,8,0,0,0,1,0,0
Census Regions,West South Central,2020,12,264,18,0,0,1,2,0,0
Census Regions,Mountain,2020,12,360,73,5,1,3,20,0,0
Census Regions,Pacific,2020,12,604,84,2,10,8,20,0,0
Census Regions,New England,2020,13,48,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,13,219,12,2,0,6,0,0,0
Census Regions,East North Central,2020,13,242,9,0,1,3,3,0,0
Census Regions,West North Central,2020,13,153,12,1,2,1,1,0,0
Census Regions,South Atlantic,2020,13,563,7,2,1,10,7,0,0
Census Regions,East South Central,2020,13,49,2,0,0,0,1,0,0
Census Regions,West South Central,2020,13,171,1,1,0,5,0,0,0
Census Regions,Mountain,2020,13,354,17,0,0,2,4,1,0
Census Regions,Pacific,2020,13,351,39,1,4,7,4,1,0
Census Regions,New England,2020,14,21,0,0,0,1,0,0,0
Census Regions,Mid-Atlantic,2020,14,189,21,0,1,5,0,0,0
Census Regions,East North Central,2020,14,251,5,1,0,0,0,0,0
Census Regions,West North Central,2020,14,67,0,0,0,0,1,0,0
Census Regions,South Atlantic,2020,14,481,3,0,0,1,2,0,0
Census Regions,East South Central,2020,14,21,0,0,0,0,0,0,0
Census Regions,West South Central,2020,14,54,0,0,0,0,0,0,0
Census Regions,Mountain,2020,14,159,0,0,0,0,0,0,0
Census Regions,Pacific,2020,14,236,8,0,3,0,2,0,0
Census Regions,New England,2020,15,21,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,15,98,26,0,0,0,0,0,0
Census Regions,East North Central,2020,15,109,0,0,0,2,0,0,0
Census Regions,West North Central,2020,15,55,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,15,388,2,0,0,1,0,0,0
Census Regions,East South Central,2020,15,10,0,0,0,0,0,0,0
Census Regions,West South Central,2020,15,51,0,0,1,0,0,0,0
Census Regions,Mountain,2020,15,92,0,0,0,0,0,0,0
Census Regions,Pacific,2020,15,200,0,0,2,1,0,0,0
Census Regions,New England,2020,16,16,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,16,87,16,0,0,3,0,0,0
Census Regions,East North Central,2020,16,102,1,0,0,0,0,0,0
Census Regions,West North Central,2020,16,44,1,0,0,0,0,0,0
Census Regions,South Atlantic,2020,16,320,0,0,0,0,0,0,0
Census Regions,East South Central,2020,16,9,1,0,0,0,0,0,0
Census Regions,West South Central,2020,16,35,0,0,0,0,0,0,0
Census Regions,Mountain,2020,16,91,0,0,0,0,0,0,0
Census Regions,Pacific,2020,16,183,0,0,0,0,2,0,0
Census Regions,New England,2020,17,7,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,17,73,25,0,0,2,0,0,0
Census Regions,East North Central,2020,17,95,0,0,0,0,0,0,0
Census Regions,West North Central,2020,17,27,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,17,311,0,0,0,0,0,0,0
Census Regions,East South Central,2020,17,6,0,0,0,0,0,0,0
Census Regions,West South Central,2020,17,42,0,0,0,0,0,0,0
Census Regions,Mountain,2020,17,58,0,0,0,0,0,0,0
Census Regions,Pacific,2020,17,207,1,0,0,2,0,0,0
Census Regions,New England,2020,18,6,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,18,63,23,0,0,2,0,0,0
Census Regions,East North Central,2020,18,84,0,0,0,0,0,0,0
Census Regions,West North Central,2020,18,19,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,18,321,0,0,0,0,0,0,0
Census Regions,East South Central,2020,18,0,0,0,0,0,0,0,0
Census Regions,West South Central,2020,18,48,0,0,0,0,0,0,0
Census Regions,Mountain,2020,18,44,0,0,0,0,0,0,0
Census Regions,Pacific,2020,18,165,0,0,1,0,1,0,0
Census Regions,New England,2020,19,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,19,46,25,1,0,2,0,0,0
Census Regions,East North Central,2020,19,91,1,0,0,0,0,0,0
Census Regions,West North Central,2020,19,19,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,19,278,0,0,0,0,0,0,0
Census Regions,East South Central,2020,19,13,0,0,0,0,0,0,0
Census Regions,West South Central,2020,19,56,0,0,0,0,0,0,0
Census Regions,Mountain,2020,19,26,0,0,0,0,0,0,0
Census Regions,Pacific,2020,19,124,0,0,0,0,0,0,0
Census Regions,New England,2020,20,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,20,50,24,0,0,0,0,0,0
Census Regions,East North Central,2020,20,80,0,0,0,0,0,0,0
Census Regions,West North Central,2020,20,42,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,20,295,0,0,0,0,0,0,0
Census Regions,East South Central,2020,20,8,0,0,0,0,0,0,0
Census Regions,West South Central,2020,20,72,0,0,0,1,0,0,0
Census Regions,Mountain,2020,20,51,0,0,0,0,0,0,0
Census Regions,Pacific,2020,20,85,0,0,0,2,0,0,0
Census Regions,New England,2020,21,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,21,35,0,0,0,0,0,0,0
Census Regions,East North Central,2020,21,67,0,0,0,0,0,0,0
Census Regions,West North Central,2020,21,53,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,21,215,0,0,0,0,0,0,0
Census Regions,East South Central,2020,21,15,0,0,0,0,0,0,0
Census Regions,West South Central,2020,21,40,0,0,0,0,0,0,0
Census Regions,Mountain,2020,21,44,0,0,0,0,0,0,0
Census Regions,Pacific,2020,21,78,0,0,1,0,0,0,0
Census Regions,New England,2020,22,9,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,22,27,0,0,0,0,0,0,0
Census Regions,East North Central,2020,22,111,0,0,0,0,0,0,0
Census Regions,West North Central,2020,22,22,1,0,0,0,0,0,0
Census Regions,South Atlantic,2020,22,195,1,0,0,0,0,0,0
Census Regions,East South Central,2020,22,8,0,0,0,0,0,0,0
Census Regions,West South Central,2020,22,35,0,0,0,0,0,0,0
Census Regions,Mountain,2020,22,51,0,0,0,0,0,0,0
Census Regions,Pacific,2020,22,75,0,0,1,1,0,0,0
Census Regions,New England,2020,23,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,23,14,0,0,0,0,0,0,0
Census Regions,East North Central,2020,23,20,0,0,0,0,0,0,0
Census Regions,West North Central,2020,23,15,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,23,167,0,0,0,0,0,0,0
Census Regions,East South Central,2020,23,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,23,27,0,0,0,0,0,0,0
Census Regions,Mountain,2020,23,40,0,0,0,0,0,0,0
Census Regions,Pacific,2020,23,70,0,0,0,2,0,0,0
Census Regions,New England,2020,24,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,24,12,0,0,0,0,0,0,0
Census Regions,East North Central,2020,24,11,1,0,0,0,0,0,0
Census Regions,West North Central,2020,24,23,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,24,187,0,0,0,0,1,0,0
Census Regions,East South Central,2020,24,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,24,20,0,0,0,0,0,0,0
Census Regions,Mountain,2020,24,38,0,0,0,0,0,0,0
Census Regions,Pacific,2020,24,55,0,0,1,3,0,0,0
Census Regions,New England,2020,25,6,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,25,12,0,0,0,0,0,0,0
Census Regions,East North Central,2020,25,23,0,0,0,0,0,0,0
Census Regions,West North Central,2020,25,17,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,25,189,0,0,0,0,0,0,0
Census Regions,East South Central,2020,25,3,0,0,0,0,0,0,0
Census Regions,West South Central,2020,25,43,0,0,0,0,0,0,0
Census Regions,Mountain,2020,25,45,0,0,0,0,0,0,0
Census Regions,Pacific,2020,25,63,0,0,0,0,0,0,0
Census Regions,New England,2020,26,6,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,26,4,0,0,0,0,0,0,0
Census Regions,East North Central,2020,26,5,0,0,0,0,0,0,0
Census Regions,West North Central,2020,26,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,26,89,0,0,0,0,0,0,0
Census Regions,East South Central,2020,26,3,0,0,0,0,0,0,0
Census Regions,West South Central,2020,26,23,0,0,0,0,0,0,0
Census Regions,Mountain,2020,26,26,0,0,0,0,0,0,0
Census Regions,Pacific,2020,26,59,0,0,3,0,0,0,0
Census Regions,New England,2020,27,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,27,5,0,0,0,0,0,0,0
Census Regions,East North Central,2020,27,22,0,0,0,0,0,0,0
Census Regions,West North Central,2020,27,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,27,78,0,0,0,0,0,0,0
Census Regions,East South Central,2020,27,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,27,16,0,0,0,0,0,0,0
Census Regions,Mountain,2020,27,28,0,0,0,0,0,0,0
Census Regions,Pacific,2020,27,46,0,0,0,0,0,0,1
Census Regions,New England,2020,28,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,28,8,0,0,0,0,0,0,0
Census Regions,East North Central,2020,28,7,0,0,0,0,0,0,0
Census Regions,West North Central,2020,28,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,28,117,0,0,0,0,0,0,0
Census Regions,East South Central,2020,28,3,0,0,0,0,0,0,0
Census Regions,West South Central,2020,28,17,0,0,0,0,0,0,0
Census Regions,Mountain,2020,28,29,0,0,0,0,0,0,0
Census Regions,Pacific,2020,28,80,0,0,1,1,0,0,0
Census Regions,New England,2020,29,7,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,29,2,0,0,0,0,0,0,0
Census Regions,East North Central,2020,29,13,0,0,0,0,0,0,0
Census Regions,West North Central,2020,29,1,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,29,70,0,0,0,0,0,0,0
Census Regions,East South Central,2020,29,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,29,55,0,0,0,0,0,0,0
Census Regions,Mountain,2020,29,31,0,0,0,0,0,0,0
Census Regions,Pacific,2020,29,78,0,0,0,0,0,0,0
Census Regions,New England,2020,30,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,30,5,0,0,0,0,0,0,0
Census Regions,East North Central,2020,30,8,0,0,0,0,0,0,0
Census Regions,West North Central,2020,30,1,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,30,98,0,0,0,0,0,0,0
Census Regions,East South Central,2020,30,2,0,0,0,0,0,0,0
Census Regions,West South Central,2020,30,3,0,0,0,0,0,0,0
Census Regions,Mountain,2020,30,27,0,0,0,0,0,0,0
Census Regions,Pacific,2020,30,112,0,0,2,0,0,0,0
Census Regions,New England,2020,31,10,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,31,7,0,0,0,0,0,0,0
Census Regions,East North Central,2020,31,5,0,0,0,0,0,0,0
Census Regions,West North Central,2020,31,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,31,79,0,0,0,0,0,0,0
Census Regions,East South Central,2020,31,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,31,2,0,0,0,0,0,0,0
Census Regions,Mountain,2020,31,31,0,0,0,0,0,0,0
Census Regions,Pacific,2020,31,74,0,0,0,0,0,0,0
Census Regions,New England,2020,32,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,32,9,0,0,0,0,0,0,0
Census Regions,East North Central,2020,32,8,0,0,0,0,0,0,0
Census Regions,West North Central,2020,32,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,32,72,0,0,0,0,0,0,0
Census Regions,East South Central,2020,32,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,32,6,0,0,0,0,0,0,0
Census Regions,Mountain,2020,32,26,0,0,0,0,0,0,0
Census Regions,Pacific,2020,32,61,0,0,0,0,0,0,0
Census Regions,New England,2020,33,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,33,8,0,0,0,0,0,0,0
Census Regions,East North Central,2020,33,3,0,0,0,0,0,0,0
Census Regions,West North Central,2020,33,2,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,33,75,0,0,0,0,0,0,0
Census Regions,East South Central,2020,33,2,0,0,0,0,0,0,0
Census Regions,West South Central,2020,33,3,0,0,0,0,0,0,0
Census Regions,Mountain,2020,33,19,0,0,0,0,0,0,0
Census Regions,Pacific,2020,33,17,0,0,0,1,0,0,0
Census Regions,New England,2020,34,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,34,3,0,0,0,0,0,0,0
Census Regions,East North Central,2020,34,3,0,0,0,0,0,0,0
Census Regions,West North Central,2020,34,5,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,34,71,0,0,0,0,0,0,0
Census Regions,East South Central,2020,34,0,0,0,0,0,0,0,0
Census Regions,West South Central,2020,34,6,0,0,0,0,0,0,0
Census Regions,Mountain,2020,34,82,0,0,0,0,0,0,0
Census Regions,Pacific,2020,34,48,0,0,0,0,0,0,0
Census Regions,New England,2020,35,14,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,35,2,0,0,0,0,0,0,0
Census Regions,East North Central,2020,35,16,0,0,0,0,0,0,0
Census Regions,West North Central,2020,35,14,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,35,73,0,0,0,0,0,0,0
Census Regions,East South Central,2020,35,6,0,0,0,0,0,0,0
Census Regions,West South Central,2020,35,15,0,0,0,0,0,0,0
Census Regions,Mountain,2020,35,2166,0,0,0,0,0,0,0
Census Regions,Pacific,2020,35,51,0,0,0,0,0,0,0
Census Regions,New England,2020,36,16,0,0,1,1,0,0,0
Census Regions,Mid-Atlantic,2020,36,10,0,0,0,0,0,0,0
Census Regions,East North Central,2020,36,13,0,0,0,0,0,0,0
Census Regions,West North Central,2020,36,17,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,36,77,0,0,0,0,0,0,0
Census Regions,East South Central,2020,36,5,0,0,0,0,0,0,0
Census Regions,West South Central,2020,36,32,0,0,0,0,0,0,0
Census Regions,Mountain,2020,36,2362,0,0,1,0,0,0,0
Census Regions,Pacific,2020,36,45,0,0,0,0,0,0,0
Census Regions,New England,2020,37,9,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,37,7,0,0,0,0,0,0,0
Census Regions,East North Central,2020,37,9,0,0,0,0,0,0,0
Census Regions,West North Central,2020,37,3,0,1,0,0,0,0,0
Census Regions,South Atlantic,2020,37,56,0,0,0,0,0,0,0
Census Regions,East South Central,2020,37,2,0,0,0,0,0,0,0
Census Regions,West South Central,2020,37,23,0,0,0,0,0,0,0
Census Regions,Mountain,2020,37,31,0,0,0,0,0,0,0
Census Regions,Pacific,2020,37,19,0,0,0,0,0,0,0
Census Regions,New England,2020,38,31,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,38,2,0,0,0,0,0,0,0
Census Regions,East North Central,2020,38,11,0,0,0,0,0,0,0
Census Regions,West North Central,2020,38,6,0,0,1,0,0,0,0
Census Regions,South Atlantic,2020,38,66,0,0,0,0,0,0,0
Census Regions,East South Central,2020,38,0,0,0,0,0,0,0,0
Census Regions,West South Central,2020,38,38,0,0,0,0,0,0,0
Census Regions,Mountain,2020,38,21,0,0,0,0,0,0,0
Census Regions,Pacific,2020,38,42,0,0,0,0,0,0,0
Census Regions,New England,2020,39,23,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,39,16,0,0,0,0,0,0,0
Census Regions,East North Central,2020,39,11,0,0,0,0,0,0,0
Census Regions,West North Central,2020,39,17,0,0,1,0,0,0,0
Census Regions,South Atlantic,2020,39,64,0,0,0,0,0,0,0
Census Regions,East South Central,2020,39,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,39,51,0,0,0,0,0,0,0
Census Regions,Mountain,2020,39,2582,0,0,0,0,0,0,0
Census Regions,Pacific,2020,39,36,0,0,0,0,0,0,0
Census Regions,New England,2020,40,22,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,40,36,0,0,0,0,0,0,0
Census Regions,East North Central,2020,40,69,0,0,0,0,0,0,0
Census Regions,West North Central,2020,40,144,0,0,1,0,0,0,0
Census Regions,South Atlantic,2020,40,133,0,0,0,0,0,0,0
Census Regions,East South Central,2020,40,11,0,0,0,0,0,0,0
Census Regions,West South Central,2020,40,57,0,0,0,0,0,0,0
Census Regions,Mountain,2020,40,11103,0,0,1,0,0,0,0
Census Regions,Pacific,2020,40,50,0,0,1,2,0,0,0
Census Regions,New England,2020,41,43,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,41,44,0,0,0,0,0,0,0
Census Regions,East North Central,2020,41,85,0,0,0,0,0,0,0
Census Regions,West North Central,2020,41,187,2,2,0,3,0,0,0
Census Regions,South Atlantic,2020,41,151,0,0,0,0,0,0,0
Census Regions,East South Central,2020,41,23,0,0,0,0,0,0,0
Census Regions,West South Central,2020,41,64,0,0,0,0,0,0,0
Census Regions,Mountain,2020,41,11512,1,0,3,2,1,0,0
Census Regions,Pacific,2020,41,129,0,0,0,0,0,0,0
Census Regions,New England,2020,42,39,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,42,40,0,0,0,0,0,0,0
Census Regions,East North Central,2020,42,150,0,0,2,3,0,0,0
Census Regions,West North Central,2020,42,181,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,42,184,0,1,0,0,0,0,0
Census Regions,East South Central,2020,42,15,0,0,0,0,0,0,0
Census Regions,West South Central,2020,42,54,0,0,0,0,0,0,0
Census Regions,Mountain,2020,42,10657,0,0,1,0,0,0,0
Census Regions,Pacific,2020,42,80,0,0,1,2,0,0,0
Census Regions,New England,2020,43,26,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,43,32,0,0,0,0,0,0,0
Census Regions,East North Central,2020,43,157,0,0,0,0,0,0,0
Census Regions,West North Central,2020,43,202,1,0,1,2,0,0,0
Census Regions,South Atlantic,2020,43,1036,0,0,0,0,0,0,0
Census Regions,East South Central,2020,43,21,0,0,0,0,0,0,0
Census Regions,West South Central,2020,43,86,0,0,0,0,0,0,0
Census Regions,Mountain,2020,43,13898,0,0,6,1,0,0,0
Census Regions,Pacific,2020,43,286,0,1,4,1,0,0,0
Census Regions,New England,2020,44,31,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,44,67,0,0,0,0,0,0,0
Census Regions,East North Central,2020,44,159,0,0,0,0,0,0,0
Census Regions,West North Central,2020,44,208,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,44,3938,0,1,1,1,1,1,0
Census Regions,East South Central,2020,44,19,0,0,0,0,0,0,0
Census Regions,West South Central,2020,44,68,0,0,0,0,0,0,0
Census Regions,Mountain,2020,44,15556,0,0,3,9,0,0,0
Census Regions,Pacific,2020,44,378,0,0,3,3,0,1,0
Census Regions,New England,2020,45,18,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,45,65,0,0,0,3,0,0,0
Census Regions,East North Central,2020,45,185,0,0,0,1,0,0,0
Census Regions,West North Central,2020,45,233,0,1,1,1,0,0,0
Census Regions,South Atlantic,2020,45,5601,0,0,2,0,0,0,0
Census Regions,East South Central,2020,45,13,0,0,0,0,0,0,0
Census Regions,West South Central,2020,45,286,0,0,0,0,0,0,0
Census Regions,Mountain,2020,45,19438,0,0,3,2,0,0,0
Census Regions,Pacific,2020,45,661,0,0,0,2,0,0,0
Census Regions,New England,2020,46,71,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,46,48,0,0,0,0,0,0,0
Census Regions,East North Central,2020,46,129,0,0,0,0,0,0,0
Census Regions,West North Central,2020,46,260,1,1,0,2,0,0,0
Census Regions,South Atlantic,2020,46,1422,0,0,1,0,0,0,0
Census Regions,East South Central,2020,46,16,0,0,0,1,0,0,0
Census Regions,West South Central,2020,46,339,0,1,0,0,0,0,0
Census Regions,Mountain,2020,46,22937,2,2,4,1,0,1,0
Census Regions,Pacific,2020,46,543,0,0,1,1,0,0,0
Census Regions,New England,2020,47,134,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,47,80,0,0,0,1,0,0,0
Census Regions,East North Central,2020,47,180,0,1,0,0,0,0,0
Census Regions,West North Central,2020,47,180,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,47,2763,0,1,0,0,0,1,0
Census Regions,East South Central,2020,47,18,0,0,0,0,0,0,0
Census Regions,West South Central,2020,47,132,0,0,0,0,0,0,0
Census Regions,Mountain,2020,47,15113,0,1,0,1,0,1,0
Census Regions,Pacific,2020,47,656,0,0,0,0,0,0,0
Census Regions,New England,2020,48,106,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,48,106,0,0,0,0,0,0,0
Census Regions,East North Central,2020,48,134,0,0,0,1,0,0,0
Census Regions,West North Central,2020,48,106,1,0,0,0,0,0,0
Census Regions,South Atlantic,2020,48,1759,1,0,3,0,0,0,0
Census Regions,East South Central,2020,48,87,0,0,0,0,0,0,0
Census Regions,West South Central,2020,48,142,0,0,0,0,0,0,0
Census Regions,Mountain,2020,48,8310,0,0,0,1,1,0,0
Census Regions,Pacific,2020,48,480,0,0,3,0,0,0,0
Census Regions,New England,2020,49,86,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,49,95,0,0,0,0,0,0,0
Census Regions,East North Central,2020,49,144,0,0,0,0,0,0,0
Census Regions,West North Central,2020,49,2478,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,49,3334,0,0,0,0,1,1,0
Census Regions,East South Central,2020,49,44,0,0,0,0,0,0,0
Census Regions,West South Central,2020,49,237,0,0,0,0,0,0,0
Census Regions,Mountain,2020,49,10747,0,0,4,4,0,0,0
Census Regions,Pacific,2020,49,519,0,0,1,0,1,2,0
Census Regions,New England,2020,50,59,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,50,104,0,0,0,0,0,0,0
Census Regions,East North Central,2020,50,146,0,0,0,0,0,0,0
Census Regions,West North Central,2020,50,2106,0,1,2,1,0,0,0
Census Regions,South Atlantic,2020,50,3747,1,0,1,0,0,0,0
Census Regions,East South Central,2020,50,20,0,0,0,0,0,0,0
Census Regions,West South Central,2020,50,164,0,0,0,0,0,0,0
Census Regions,Mountain,2020,50,9175,2,2,3,0,2,0,0
Census Regions,Pacific,2020,50,979,0,0,2,0,0,0,0
Census Regions,New England,2020,51,60,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,51,121,0,0,0,0,0,0,0
Census Regions,East North Central,2020,51,120,0,0,0,0,0,0,0
Census Regions,West North Central,2020,51,2416,0,0,0,1,0,0,0
Census Regions,South Atlantic,2020,51,3408,0,0,1,0,0,0,0
Census Regions,East South Central,2020,51,17,0,0,0,0,0,0,0
Census Regions,West South Central,2020,51,174,0,0,0,0,0,0,0
Census Regions,Mountain,2020,51,7674,0,0,3,3,0,0,0
Census Regions,Pacific,2020,51,1189,0,0,1,0,0,0,0
Census Regions,New England,2020,52,48,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,52,96,0,0,0,0,0,0,0
Census Regions,East North Central,2020,52,79,0,0,1,2,0,0,0
Census Regions,West North Central,2020,52,4204,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,52,2788,0,0,0,0,0,0,0
Census Regions,East South Central,2020,52,11,0,0,0,0,0,0,0
Census Regions,West South Central,2020,52,181,0,0,0,0,0,0,0
Census Regions,Mountain,2020,52,4492,0,0,1,0,0,0,0
Census Regions,Pacific,2020,52,576,0,0,0,0,0,0,0
Census Regions,New England,2020,53,63,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,53,170,0,0,0,0,0,0,0
Census Regions,East North Central,2020,53,73,0,0,0,0,0,0,0
Census Regions,West North Central,2020,53,3331,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,53,2251,0,0,2,0,0,0,0
